Name,Genre,ESRB_Rating,Platform,Critic_Score
Lost in Shadow,Platform,E10,Wii,6.7
The Walking Dead: Survival Instinct,Shooter,M,WiiU,2.4
Turok: Evolution,Platform,T,GBA,6
Zombie Army Trilogy,Shooter,M,XOne,8.3
Cabela's North American Adventures,Sports,T,PS3,3.2
Rugrats: Totally Angelica,Adventure,E,PS,1.2
Nightshade,Action,M,PS2,1.8
Puss in Boots,Action,E,DS,1.9
CSI: Crime Scene Investigation,Adventure,M,XB,1.7
Call of Juarez: The Cartel,Shooter,M,PC,4.5
Buffy the Vampire Slayer: Chaos Bleeds,Action,T,XB,5.2
Rango: The Video Game,Action,E,DS,6.4
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,E10,GC,9.5
Self-Defense Training Camp,Sports,T,X360,2.1
NFL Tour,Sports,E,PS3,8.3
Alice: Madness Returns,Adventure,M,PC,6.7
Tecmo Super Bowl,Sports,E,PS,2.4
MIND?0,Role-Playing,T,PSV,3.1
MLB 14 The Show,Sports,E,PSV,7.1
Dora the Explorer: Journey to the Purple Planet,Adventure,E,GC,7.5
My Chinese Coach,Misc,E,DS,5.1
NHL Powerplay '96,Sports,E,PS,3.2
Thousand Arms,Role-Playing,T,PS,4.6
Where the Wild Things Are,Platform,E10,Wii,4.3
Arctic Thunder,Racing,T,XB,2.5
One Piece: Burning Blood,Fighting,T,PSV,7.9
Barnyard,Action,E10,GC,8.5
Armored Core: Verdict Day,Shooter,T,PS3,3.5
Major League Baseball 2K12,Sports,E,PSP,4.3
Minute to Win It,Misc,E,DS,3.8
Harvey Birdman: Attorney at Law,Adventure,T,PS2,5.1
Funky Barn,Simulation,E,3DS,1.4
Blood Drive,Racing,M,X360,6.3
Center Ring Boxing,Fighting,E,SAT,8.7
NHL 2K3,Sports,E,XB,9.5
Family Game Night 4: The Game Show,Misc,E,PS3,2.1
Die Hard: Vendetta,Shooter,M,GC,9.6
The Price is Right: Decades,Misc,E10,X360,3.6
F1 2002,Racing,E,PS2,9.9
FIFA Soccer,Sports,E,PSP,7.8
Karaoke Revolution Presents American Idol Encore 2,Misc,E10,PS3,3.6
Vacation Isle: Beach Party,Misc,E,Wii,1.6
Party Planet,Misc,E,NS,6.6
SingStar Latino,Misc,T,PS3,3.8
Sphinx and the Cursed Mummy,Adventure,T,XB,2.8
GT Advance 2: Rally Racing,Racing,E,GBA,7.6
DOA 2: Dead or Alive 2 Hardcore,Fighting,T,PS2,9.9
Legend of the Guardians: The Owls of Ga'Hoole,Action,E10,Wii,2.9
Transformer: Rise of the Dark Spark,Shooter,T,PS3,4.9
Merv Griffin's Crosswords,Puzzle,E,Wii,7.5
Cabela's Deer Hunt 2005 Season,Sports,T,XB,9.9
Tom Clancy's EndWar,Strategy,T,PSP,6.7
Darkspore,Role-Playing,T,PC,6.6
SplashDown,Racing,E,XB,1.4
F1 Racing Championship,Racing,E,PS,2
Tecmo Bowl: Kickoff,Sports,E,DS,9.9
Dead Man's Hand,Shooter,T,XB,6.2
Smash Cars,Racing,E,PS2,8
Sword Art Online: Hollow Realization,Role-Playing,T,PC,1.1
NASCAR 07,Racing,E,PS2,5.8
Zubo,Misc,E10,DS,7.5
The Lord of the Rings: Aragorn's Quest,Action,E10,DS,8.6
Animal Genius,Puzzle,E,DS,2.4
Yogi Bear: The Video Game,Action,E,Wii,1.9
Dokapon Kingdom,Role-Playing,E10,PS2,6.8
A Witch's Tale,Role-Playing,E10,DS,5
The Alliance Alive,Role-Playing,E10,3DS,7.3
Classic NES Series: Bomberman,Puzzle,E,GBA,5.4
ToeJam & Earl III: Mission to Earth,Action,T,XB,7.5
Phantasy Star Collection,Role-Playing,E,GBA,7.9
LEGO Knights' Kingdom,Action,E,GBA,8.2
Dead Cells,Action,T,NS,9.3
Retro Game Challenge,Action,E,DS,8.1
Mechanic Master,Puzzle,E,DS,3.6
NBA Jam 2002,Sports,E,GBA,5.5
Shining Force NEO,Role-Playing,T,PS2,8.4
Tom Clancy's Splinter Cell Trilogy,Action,M,PS3,6.5
Monster Madness: Battle for Suburbia,Shooter,T,X360,4.1
Army Men: Sarge's War,Shooter,T,XB,8.5
Fantastic Four: Rise of the Silver Surfer,Action,T,X360,7.9
Primal Rage,Fighting,T,PS,6
FIFA Street 2,Sports,E,GC,4.7
NCIS 3D,Adventure,T,3DS,2.7
Taito Legends,Misc,T,PS2,8.3
Tom Clancy's Rainbow Six: Rogue Spear,Shooter,T,GBA,8.1
NFL Head Coach 09,Sports,E,X360,8.6
Pac 'n Roll,Platform,E,DS,3.4
BoomBots,Fighting,T,PS,4.5
John Daly's ProStroke Golf,Sports,E,PS3,9.6
Girl Time,Simulation,E,DS,3.7
Star Trek: Conquest,Strategy,E,PS2,4.2
Garfield's Fun Fest,Platform,E,DS,6.8
Just In Time Translations,Misc,E,DS,1.7
Phantom Dust,Action,T,XB,8.2
Pinball Hall of Fame: The Williams Collection,Misc,E10,3DS,7.5
The King of Fighters XII,Fighting,T,X360,6.4
Growlanser Generations,Role-Playing,T,PS2,5.2
Influent,Education,E,PC,5.3
Namco Museum Arcade Pac,Misc,T,NS,7.8
Minecraft: Story Mode - Season Two,Adventure,E10,PS4,2.6
de Blob 2,Platform,E,DS,7.5
Dementium II,Shooter,M,DS,7.5
TMNT,Action,E10,PSP,3.6
Cold Winter,Shooter,M,PS2,3
Ring of Red,Strategy,T,PS2,8
International Track & Field 2000,Sports,E,PS,5.8
Ping Pals,Misc,E,DS,7.9
Warhammer: Battle March,Strategy,M,X360,5.5
Mystery P.I. - Portrait of a Thief,Adventure,E,DS,3.1
Stubbs the Zombie in Rebel Without a Pulse,Action,M,XB,5.2
Batman: Dark Tomorrow,Action,T,XB,8.8
Winter Stars,Sports,E,Wii,4.1
The Hardy Boys: Treasure on the Tracks,Adventure,E,DS,4.4
Desktop Tower Defense,Strategy,E,DS,1.7
18 Wheeler: American Pro Trucker,Racing,E,GC,5
Darksiders: Warmastered Edition,Action-Adventure,M,PS4,6.5
Mana Khemia: Student Alliance,Role-Playing,E10,PSP,3.2
Happy Feet Two,Adventure,E,3DS,2.9
Super Swing Golf Season 2,Sports,E10,Wii,1.6
Get Up and Dance,Misc,T,Wii,1
JASF: Jane's Advanced Strike Fighters,Simulation,T,PS3,7.1
Naruto Ultimate Collection,Misc,T,PS2,9.4
The King of Fighters '99,Fighting,T,PS,7
Mass Destruction,Shooter,T,PS,6
Batman: Rise of Sin Tzu,Action,T,XB,8.2
Ridge Racer Unbounded,Racing,E,X360,9.7
Spy vs Spy,Action,T,XB,8.5
Cory in the House,Action,E,DS,5.6
Coraline,Adventure,E10,PS2,4.2
Mighty No. 9,Platform,E10,PS4,2.5
Sega Touring Car Championship,Racing,E,SAT,6.8
My SAT Coach with The Princeton Review,Misc,E,DS,1.5
FIFA Soccer 06,Sports,E,PSP,7.6
Cold Fear,Action,M,PS2,4.7
Where the Wild Things Are,Platform,E10,X360,3.4
The Invisible Hours,Adventure,T,PS4,7.8
Zero Escape: Zero Time Dilemma,Adventure,M,PSV,1
Monster Energy Supercross - The Official Videogame,Racing,E,PS4,6.6
Harvey Birdman: Attorney at Law,Adventure,T,PSP,2.5
Crashlands,Role-Playing,T,PC,7.3
Murakumo: Renegade Mech Pursuit,Shooter,T,XB,1.5
NHL Hitz 20-03,Sports,E,XB,4.4
Deus Ex: Human Revolution,Shooter,M,WiiU,8.6
Gun Metal,Shooter,T,XB,3.5
Escape The Museum,Adventure,E,Wii,9.6
DualPenSports,Sports,E10,3DS,6.4
BloodRayne,Shooter,M,GC,7.9
Truth or Lies,Misc,T,X360,4.5
ECW Anarchy Rulz,Fighting,T,PS,7.5
Metal Slug 4 & 5,Shooter,T,PS2,8.2
InuYasha: A Feudal Fairy Tale,Fighting,T,PS,4.5
Gabrielle's Ghostly Groove 3D,Adventure,E,3DS,7.5
Fabulous Finds,Puzzle,E,DS,9.8
Sabrina The Teenage Witch: Potion Commotion,Action,E,GBA,1.2
Pac-Man Pinball Advance,Misc,E,GBA,1.7
Pocket Pets,Simulation,E,DS,9.9
Samurai Warriors 4,Fighting,T,PSV,1.8
Yu Yu Hakusho: Tournament Tactics,Strategy,E,GBA,5.4
Home Run King,Sports,E,GC,7.6
GoldenEye: Rogue Agent,Shooter,T,DS,3.5
Calling,Adventure,T,Wii,4.8
WWE All Stars,Fighting,T,PS2,3.2
Pimp My Ride,Racing,T,Wii,5.2
Let's Play Garden,Simulation,E,DS,1.1
MLB Power Pros,Sports,E,PS2,6.1
AirForce Delta Strike,Simulation,T,PS2,2.9
The Witch and the Hundred Knight,Role-Playing,T,PS4,6.2
Bodycount,Shooter,M,PS3,4.9
Disney's Peter Pan: Return to Never Land,Platform,E,GBA,4
Jake Hunter Detective Story: Memories of the Past,Adventure,T,DS,7.8
Puzzler World 2,Puzzle,E,DS,8.3
The Fairly Odd Parents: Breakin Da Rules,Platform,E,XB,2.3
Capcom vs. SNK 2 EO,Fighting,T,GC,4
Open Season,Platform,E10,X360,5.7
Space Chimps,Platform,E10,X360,2.8
Hot Wheels Velocity X,Racing,E,GC,3.7
Cloudy With A Chance of Meatballs,Adventure,E,Wii,6.7
Planet 51,Action,E,PS3,6.1
Green Lantern: Rise of the Manhunters,Action,E10,DS,5.5
Contra Advance: The Alien Wars EX,Shooter,E,GBA,6.7
Cake Mania,Puzzle,E,DS,2
Master of the Monster Lair,Role-Playing,E10,DS,6.9
The Settlers,Strategy,E,DS,9.3
The Elder Scrolls Online: Summerset,MMO,M,XOne,9.2
History Channel: Battle for the Pacific,Shooter,T,Wii,6.9
Army Men: RTS,Strategy,T,PS2,6.1
Yard Sale Hidden Treasures: Sunnyville,Puzzle,E10,DS,8.7
Shadow of Destiny,Adventure,T,PSP,6.8
Grease,Misc,E10,DS,4.1
Surf's Up,Sports,E10,PSP,7.4
ESPN NHL Hockey,Sports,E,XB,3.7
Mortal Kombat: Deception,Fighting,M,GC,7.2
Monster Lab,Role-Playing,E10,PS2,1.3
XXX,Action,E,GBA,5.8
Beaterator,Misc,E,PSP,7.9
Guitar Rock Tour,Misc,E10,DS,3.7
Maximum Force,Shooter,M,PS,5.8
Worms Forts: Under Siege,Strategy,T,PS2,9.5
Paws & Claws Pet Vet: Australian Adventures,Simulation,E,DS,2.3
Project: Snowblind,Action,T,XB,4.4
Astro Boy: The Video Game,Action,E10,PS2,5
Brave Story: New Traveler (US sales),Role-Playing,E10,PSP,7.5
Disney's Extreme Skate Adventure,Sports,E,XB,3.2
Sparkle 3 Genesis,Simulation,E,PC,6.1
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,E,GC,4.1
The Spiderwick Chronicles,Adventure,E10,X360,3.4
BlazBlue: Calamity Trigger Portable,Fighting,T,PSP,7.9
Final Fantasy XII: The Zodiac Age,Role-Playing,T,PC,9
Pac-Man World 2,Platform,E,GBA,6.7
Karaoke Revolution Presents American Idol Encore,Misc,E,X360,2.4
Odama,Misc,E10,GC,6.5
Pinball Hall of Fame: The Williams Collection,Misc,E10,PSP,8
Mobile Light Force 2,Shooter,E,PS2,4
Naval Ops: Warship Gunner,Simulation,T,PS2,8.7
Hasbro Family Game Night Fun Pack,Misc,E,Wii,5.9
The King of Fighters Collection: The Orochi Saga,Fighting,T,Wii,5.9
Go! Sudoku (JP sales),Puzzle,E,PSP,4.6
Ride,Racing,E,XOne,2.4
Bionicle Heroes,Shooter,E10,GC,5.4
Eragon,Action,T,PSP,6.2
The King of Fighters 2000/2001,Fighting,T,PS2,1.6
Lost in Blue,Adventure,E10,DS,2.8
Batman & Robin,Action,T,PS,5.4
Chameleon Twist,Platform,E,N64,1.4
Chopper Attack,Action,T,N64,9
Fighting Force 64,Action,T,N64,5.2
Lunacy,Adventure,E,SAT,9.3
Nuclear Strike 64,Simulation,T,N64,3
Snowboard Kids 2,Sports,E,N64,7.2
Tonic Trouble,Platform,E,N64,6.5
Top Gear Rally 2,Racing,E,N64,2.7
Vigilante 8: 2nd Offense,Racing,T,N64,7.7
Spyborgs,Action,T,Wii,6.3
Wolfenstein II: The New Colossus,Shooter,M,NS,8.3
Street Fighter Collection,Fighting,T,SAT,5.7
Ninja Assault,Shooter,T,PS2,7.4
RiME,Adventure,E10,PS4,7.1
GunGriffon Blaze,Simulation,T,PS2,3.3
Army Men: Soldiers of Misfortune,Shooter,E,DS,3.3
Agents of Mayhem,Action,M,XOne,8.5
Top Angler: Real Bass Fishing,Sports,E,PS2,2.3
Michael Phelps: Push the Limit,Sports,E,X360,7.8
Night at the Museum: Battle of the Smithsonian,Action,E10,X360,5.4
Bodycount,Shooter,M,X360,4.8
Breakout,Puzzle,E,PS,4.9
Etrian Odyssey 2 Untold: The Fafnir Knight,Role-Playing,T,3DS,3.5
Alias,Action,T,PS2,7.8
Arma III,Shooter,M,PC,7.9
Death Jr.: Root of Evil,Platform,T,Wii,7.3
Iron Brigade,Strategy,T,PC,8
Hollywood Squares,Misc,E10,Wii,8.1
Prinny 2: Dawn of Operation Panties  Dood!,Platform,T,PSP,6.3
Smash Court Tennis 3,Sports,E,X360,4.3
Sacred 3,Role-Playing,M,PS3,5.6
Silly Bandz: Play The Craze,Puzzle,E,DS,8
Transformers: Devastation,Action,T,PS3,9.6
Earth Defense Force 4.1: The Shadow of New Despair,Shooter,M,PS4,9.2
Outlaw Golf: Nine Holes of Christmas,Sports,T,XB,4.7
NHL Rivals 2004,Sports,E,XB,9.5
X-Men: Next Dimension,Fighting,T,XB,7.6
Tyco RC: Assault with a Battery,Racing,E,PS,7.5
OlliOlli,Sports,E,PC,3.1
Avatar: The Last Airbender,Adventure,E10,PSP,6
Hole in the Wall: Deluxe Edition,Misc,E,X360,9.2
Dawn of Discovery,Simulation,E,DS,7.9
NBA 2K18,Sports,E10,X360,7
Panzer Dragoon Saga,Role-Playing,T,SAT,9.1
Nicktoons: Unite!,Adventure,E,DS,8.1
Backyard NFL Football '10,Sports,E,X360,4.1
ATV Quad Kings,Racing,E,DS,3.4
The Scorpion King: Rise of the Akkadian,Action,T,GC,5.2
Hyperdimension Neptunia U: Action Unleashed,Action,T,PC,4.5
Transformers: Beast Wars Transmetals,Fighting,T,PS,7.9
Mushroom Men: Rise of the Fungi,Action,E,DS,3.9
Charlie and the Chocolate Factory,Adventure,E,XB,6.6
Constantine,Action,M,PS2,4.7
Prinny: Can I Really Be the Hero?,Platform,T,PSP,7.2
Pimp My Ride,Racing,T,X360,3.8
Pokemon Rumble World,Action,E10,3DS,7
Dynasty Tactics 2,Strategy,T,PS2,6.8
Touch Detective 2 1/2,Adventure,E,DS,1.7
Vacation Sports,Sports,E,Wii,1.6
Real World Golf,Sports,E,PS2,8.6
Patapon 2,Platform,E,PSP,8.2
Winter Heat,Sports,E,SAT,3.6
WRC 5: FIA World Rally Championship,Racing,E,PS3,2.6
Animal Planet: Vet Life,Simulation,E,DS,5.6
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,E,XB,6.9
Defender,Shooter,T,GC,4
BlazBlue: Continuum Shift II,Fighting,T,3DS,6
The Polar Express,Adventure,E,GC,3.3
BMX XXX,Sports,M,XB,9.2
ATV: Quad Frenzy,Racing,E,DS,6.6
Totally Spies! Totally Party,Misc,E,Wii,3.4
Lady Sia,Platform,E,GBA,8.1
Lucha Libre AAA: Heroes del Ring,Fighting,T,PS3,4.1
Rock Band: Metal Track Pack,Misc,T,PS2,4.2
Sonic Generations,Platform,E,PC,8.3
Burnout Paradise Remastered,Racing,E10,XOne,8
Frogger: Helmet Chaos,Platform,E,PSP,7
Robotech: Invasion,Shooter,T,PS2,3.2
Rock Band: Metal Track Pack,Misc,T,Wii,9.3
Dr. Seuss' The Cat in the Hat,Adventure,E,XB,9.2
Hellboy: The Science of Evil,Action,T,X360,9.2
Where the Wild Things Are,Platform,E10,PS3,9.7
Champion Jockey: G1 Jockey & Gallop Racer,Sports,E,Wii,7.5
HOP,Platform,E,DS,4.7
Metal Gear Solid V: The Definitive Experience,Action,M,XOne,5.1
Sniper Elite,Shooter,M,Wii,9.2
Cats & Dogs: The Revenge of Kitty Galore,Action,E,DS,5.8
Astro Boy: The Video Game,Action,E10,Wii,5.3
Call of Duty: Modern Warfare Trilogy,Shooter,M,PS3,1.8
Starsky & Hutch,Racing,T,GC,6
The Cheetah Girls: Pop Star Sensations,Misc,E,DS,1.6
FoxKids.com Micro Maniacs Racing,Racing,E,PS,8.7
Happy Feet Two,Adventure,E,DS,8.2
Hexen: Beyond Heretic,Shooter,M,PS,6.2
Arcade Party Pak,Misc,T,PS,7.6
Bust-A-Move DS,Puzzle,E,DS,4.9
Planet 51,Action,E,X360,5.7
Cabela's North American Adventures,Sports,T,X360,9.1
Yamaha Supercross,Racing,E,DS,4.8
Cook  Serve  Delicious! 2!!,Simulation,E10,PC,7.6
Hitman Trilogy,Action,M,PS2,7.6
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,E,X360,1.1
Rock Band Track Pack: Classic Rock,Misc,T,PS3,6.2
Cabela's Adventure Camp,Misc,E,PS3,9
Railroad Tycoon II,Strategy,E,PS,6.6
The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales),Role-Playing,E10,PSP,4.2
The Hardy Boys: The Hidden Theft,Adventure,E10,Wii,3.2
My Boyfriend,Simulation,E10,DS,2.1
Killer Instinct (2013),Fighting,T,XOne,3.4
The BIGS,Sports,E,PSP,7.6
Pac-Man and the Ghostly Adventures 2,Platform,E10,PS3,5
Monster Jam: Path of Destruction,Racing,E,PSP,5.5
Rengoku: The Tower of Purgatory,Action,M,PSP,4.7
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,PSP,5.6
Fit in Six,Sports,E,Wii,1.8
Goal Storm '97,Sports,E,PS,1.6
Paws & Claws: Pet Resort,Simulation,E,Wii,4.3
Dynasty Warriors Advance,Action,E10,GBA,5.2
Tournament Pool,Sports,E,Wii,8.7
Transformers: Devastation,Action,T,X360,4.3
Guilty Gear Xrd -Revelator-,Fighting,T,PS3,9.9
Aqua Aqua,Puzzle,E,PS2,2.6
Naruto Shippuden: Naruto vs. Sasuke,Action,E10,DS,3.2
Mega Man Zero 4,Platform,E,GBA,5
NASCAR '14,Racing,E,PS3,3.1
Black Bass with Blue Marlin,Sports,E,PS,2.4
Mega Man Battle Network 5: Double Team DS (JP sales),Role-Playing,E,DS,1.1
The Voice,Music,E10,X360,1.1
Tiger Woods PGA Tour 06,Sports,E,GC,6.7
Jupiter Strike,Shooter,E,PS,6
Sudokuro,Puzzle,E,DS,9.8
Shadow Warrior (2013),Shooter,M,PS4,6.2
Tetris Evolution,Puzzle,E,X360,3.9
Mighty No. 9,Platform,E10,PC,1.7
FIFA World Cup Germany 2006,Sports,E,PSP,6.5
Reign of Fire,Shooter,T,GC,1.6
Rogue Warrior,Shooter,M,X360,3
Pro Evolution Soccer 2017,Sports,E,X360,8.2
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,E,DS,5.6
Adventure Time: Finn & Jake Investigations,Action,E10,3DS,9.2
Sakura Wars: So Long  My Love,Role-Playing,T,Wii,7.4
Assassin's Creed Chronicles,Action,T,PS4,8.4
Jampack Volume 14 (RP-T),Misc,T,PS2,4.4
Rome: Total War,Strategy,T,PC,9
Mace Griffin: Bounty Hunter,Shooter,M,XB,4.9
Martian Gothic: Unification,Adventure,M,PS,7.9
Woody Woodpecker Racing,Racing,E,PS,4.7
Fight Club,Fighting,M,XB,4.5
Carnage Heart,Strategy,E,PS,7.1
Grand Theft Auto: Mission Pack #1  London 1969,Adventure,M,PS,6.7
Total Immersion Racing,Racing,E,PS2,9.1
Virtual Hydlide,Role-Playing,E,SAT,1.1
Petz Fashion: Dogz & Catz,Simulation,E,DS,6.7
Viewtiful Joe: Double Trouble!,Action,T,DS,6.3
Rocky Balboa,Sports,T,PSP,1.4
Warriors Orochi 3,Action,T,PSP,5.8
FlatOut: Ultimate Carnage,Racing,T,X360,8.4
Space Invaders,Shooter,E,GBA,3.7
Digimon Digital Card Battle,Strategy,T,PS,1.4
Alvin and the Chipmunks: Chipwrecked,Misc,E10,X360,1
Pro Evolution Soccer 2014,Sports,E,PC,8.3
Family Feud: 2012 Edition,Misc,E10,X360,2.2
Trauma Center: Under the Knife 2,Simulation,T,DS,8.2
Dark Souls: Remastered,Role-Playing,M,XOne,8
Gem Quest: 4 Elements,Puzzle,E,DS,8.5
Big League Sports: Summer,Sports,E,DS,3.5
Dead to Rights II,Shooter,M,XB,8.7
Hysteria Hospital: Emergency Ward,Action,E,DS,6
Project: Horned Owl,Shooter,T,PS,5.4
Rock Revolution,Misc,E10,DS,5.9
Science Papa,Misc,E,DS,8
Alvin and the Chipmunks: Chipwrecked,Misc,E10,DS,4.1
NASCAR The Game: Inside Line,Racing,E,X360,8.9
Cabela's Dangerous Hunts 2,Sports,T,XB,8.2
My First Dollhouse,Misc,E,DS,5.9
SimCity 2000,Simulation,E,GBA,4.8
X-Men: The Official Game,Action,E10,DS,8.5
Etrian Odyssey Nexus,Role-Playing,T,3DS,5
Brunswick Circuit Pro Bowling 2,Sports,E,PS,7
D,Adventure,T,PS,4.9
The Godfather: Mob Wars,Action,M,PSP,6.2
Pac-Man and the Ghostly Adventures 2,Platform,E10,X360,2.1
Puzzle Chronicles,Puzzle,E10,PSP,6.5
Power Rangers: Super Legends,Action,E10,DS,8.4
Gravity Games Bike: Street Vert Dirt,Sports,T,PS2,7.1
Dreamer Series: Top Model,Simulation,E,DS,7.6
Troll and I,Action,T,NS,3.3
American Girl: Julie Finds a Way,Adventure,E,DS,9.7
Top Spin,Sports,E,PS2,6.9
Slime Rancher,Simulation,E10,PS4,1.2
UFC: Tapout 2,Fighting,T,XB,8.1
The Bachelor: The Videogame,Misc,T,Wii,5.6
Ski-Doo Snowmobile Challenge,Racing,E,PS3,4.8
The First Templar,Adventure,T,X360,7
Vexx,Platform,T,XB,6.8
Winning Eleven: Pro Evolution Soccer 2007,Sports,E,X360,1.3
Disney's Chicken Little: Ace In Action,Shooter,E10,Wii,7.6
Pac-Man Championship Edition 2 + Arcade Game Series,Action,E,PS4,9
F1 Career Challenge,Racing,E,PS2,2.9
Yoostar2,Misc,T,PS3,9.9
Pariah,Action,M,XB,6.9
World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,PSP,6.4
Cabela's Outdoor Adventures,Sports,T,XB,6.7
Metal Slug 3,Shooter,T,XB,2.2
The Lord of the Rings: Conquest,Action,T,DS,5.9
Motocross Mania 3,Racing,T,PS2,6.2
Princess Debut,Misc,E,DS,1.9
Sesame Street: Ready  Set  Grover!,Misc,EC,Wii,1.5
Thrillville: Off the Rails,Strategy,E10,PSP,2.4
NHL-Legacy Edition,Sports,E10,X360,6
Banjo-Pilot,Racing,E,GBA,6.2
Cloudy With a Chance of Meatballs,Adventure,E,PS3,6.7
Gallop Racer 2006,Sports,E,PS2,4.2
Dora's Big Birthday Adventure,Misc,E,Wii,9.1
Frogger: Ancient Shadow,Platform,E,PS2,6.9
Despicable Me: The Game,Platform,E10,PS2,7.2
Tom Clancy's Splinter Cell: Conviction,Action,M,PC,8
Metal Arms: Glitch in the System,Shooter,T,GC,2.8
Imagine: Soccer Captain,Sports,E,DS,8.4
Tom Clancy's Splinter Cell: Chaos Theory,Action,M,GC,7.8
Blades of Time,Action,T,X360,5.1
Brain Quest: Grades 5 & 6,Misc,E,DS,6.9
Barbie in The 12 Dancing Princesses,Adventure,E,DS,5.7
Escape From Monkey Island,Adventure,T,PS2,2.6
JU-ON: The Grudge,Adventure,M,Wii,4
Yggdra Union: We'll Never Fight Alone,Role-Playing,T,PSP,2.8
Who Wants to Be a Millionaire: 3rd Edition,Misc,E,Wii,5
Exit DS,Puzzle,E,DS,9.1
Family Fun Football,Sports,E,Wii,3.9
Gretzky NHL,Sports,E,PSP,6
Corvette Evolution GT,Racing,E,DS,3.6
Universe at War: Earth Assault,Strategy,T,X360,8.9
Stardew Valley,Simulation,E10,PS4,8.8
Dropship: United Peace Force,Simulation,T,PS2,1
Road Rash: Jailbreak,Racing,T,GBA,5.6
Syberia,Adventure,T,XB,3
The Seven Deadly Sins: Knights of Britannia,Fighting,T,PS4,6.5
WireWay,Platform,E,DS,7
G1 Jockey 3,Sports,E,PS2,1.1
Disgaea Infinite,Adventure,T,PSP,6.8
How to Train Your Dragon 2,Action-Adventure,E10,PS3,8.5
Phantom Brave: The Hermuda Triangle,Role-Playing,T,PSP,7.2
Revolution X,Shooter,M,PS,1.7
Terraria,Action-Adventure,T,PSV,9.2
Brooktown High: Senior Year,Simulation,T,PSP,4.6
Riviera: The Promised Land,Role-Playing,T,GBA,8.7
Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,E,Wii,7.5
Tom Clancy's Ghost Recon: Predator,Shooter,T,PSP,3.1
Top Gun: Combat Zones,Simulation,E,GBA,6.5
Bujingai: The Forsaken City,Fighting,T,PS2,7.2
Karaoke Revolution,Misc,T,PS3,9.1
Chameleon,Puzzle,E,PSP,1.1
Beyond Good & Evil,Adventure,T,XB,7.5
Death By Degrees,Action,M,PS2,6.3
Vandal Hearts II,Strategy,M,PS,7.2
Astro Boy: The Video Game,Action,E,DS,4.4
Romance of the Three Kingdoms XIII,Action,E10,PS4,9.3
Marvel Super Hero Squad: The Infinity Gauntlet,Action,E10,3DS,4.8
Truth or Lies,Misc,T,Wii,1.3
The Book of Unwritten Tales,Adventure,T,PC,7.9
Miami Law,Adventure,T,DS,5.5
UNO / Skip-Bo / UNO Freefall,Misc,E,DS,5.7
Adventures of Shuggy,Platform,E,PC,8.2
America's Next Top Model,Simulation,E10,DS,5.4
Colin McRae Rally 04,Action,E,XB,2.9
FIFA Street,Sports,E,XB,8.6
Monster Jam: Maximum Destruction,Racing,E,GBA,5.5
The King of Fighters: Dream Match 1999,Fighting,T,DC,7.2
Blitz: The League II,Sports,M,X360,6.6
PictoImage,Puzzle,E,DS,5.3
Heavy Fire: Afghanistan,Shooter,T,Wii,4.4
Dungeons & Dragons Tactics,Strategy,T,PSP,5.2
MXGP 2,Racing,E,XOne,6.1
X-Men: Children of the Atom,Fighting,E,PS,2.5
Hot Wheels: Stunt Track Challenge,Racing,E,XB,9.8
Agatha Christie: The ABC Murders,Adventure,T,DS,6
Math Blaster in the Prime Adventure,Misc,E,DS,9
Blue Stinger,Adventure,M,DC,6.7
Shellshock,Action,E,PS,1.7
Warriors All-Stars,Action,T,PS4,1.8
Hot Wheels Ultimate Racing,Action,E,PSP,5.8
The Elder Scrolls Online: Summerset,MMO,M,PS4,7.5
Capcom vs. SNK 2 EO,Fighting,T,XB,6.8
SimAnimals Africa,Simulation,E,DS,4.6
Hunter: The Reckoning,Action,M,GC,7.1
Urban Chaos,Action,M,PS,7.4
Freaky Flyers,Racing,T,PS2,4.2
Starlink: Battle for Atlas,Action-Adventure,E10,PS4,4.6
Baten Kaitos Origins,Role-Playing,T,GC,7.5
Eve Of Extinction,Fighting,T,PS2,3.9
Mega Man Legacy Collection 2,Action,E10,PS4,3.1
Surf's Up,Sports,E10,X360,6.2
Dark Summit,Sports,T,XB,9.2
Generator Rex: Agent of Providence,Action,E10,3DS,7.5
Flushed Away,Platform,E,DS,8.4
Cabela's Adventure Camp,Misc,E,X360,5.5
Zone of the Enders: The 2nd Runner MARS,Simulation,T,PS4,7.2
Hyperdimension Neptunia Re;Birth 3: V Generation,Action,T,PSV,4.4
NHL 2004,Sports,E,GC,2
X-Men: The Official Game,Action,T,XB,4.8
RLH: Run Like Hell,Shooter,M,PS2,9.7
Help Wanted: 50 Wacky Jobs,Simulation,E10,Wii,1.2
Backyard Baseball '10,Sports,E,Wii,2.7
Water Sports,Sports,E,Wii,4.4
Record of Agarest War Zero,Strategy,T,X360,6.5
Starlink: Battle for Atlas,Action-Adventure,E10,XOne,4.4
